OBJECTID,Guid,GlobalID,Comments,CreationDate,EditDate,EXTRACTIVE SURVEY ,"If RECALL, date",What type of fishing did you do at this site?,"If OTHER, fishing type",Did you use a bait or lure?,What time did you (if spearfishing)/ your lines get in the water? ,What time did you (if spearfishing)/your lines get out the water??,Max depth of hook at this site?,# fish you kept undamaged at this site?,"If OTHER, # kept undamaged",# released undamaged at this site?,"If OTHER, # released undamaged",# depredated,"If OTHER, # depredated",What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,"If RECALL, date",What activity did you do?,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth ",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?,"If OTHER, why did you leave this site?",x,y
362,4ecd3b48-0c35-494a-9a1a-4e9659df9bb1,4f594923-998e-46c4-b4ca-bc4e1d8689f1,,10/02/20 04:11,10/02/20 04:11,,,,,,,,,,,,,,,,,,,,Snorkling,,10,,,Biodiveristy,,,,113.8810201,-22.1292117
363,2cd793b7-d7ad-42c9-9eb3-35147e371071,180234e3-d82e-41db-ba25-17e4eb1f109c,,10/02/20 04:17,10/02/20 04:17,,,,,,,,,,,,,,,,,,,,Snorkling,,1030,,,Other,Stacks,,,113.8798098,-22.12915485
364,3c41cbfa-a2ac-43dc-985f-214c6dcaa77f,7f305123-70c8-412e-b8b3-ebc6fb401b58,,10/02/20 08:00,10/02/20 08:00,,,Demersal ,,,10,1230,,,1 spangled emperor; 1 threadfin ,0,,0,,,Other,To try another site,,,,,,,,,,,,114.2521042,-21.94212072
365,f1d7eba1-3811-47c3-b055-6e0909e485f9,51671231-a981-45d6-8924-8789d23f7a8d,,10/02/20 08:16,10/02/20 08:16,,,,,,,,,,,,,,,,,,,,Other,"Relaxing, swimming, fun altogether",8am,Now,,Megafauna,Trying to see manta rays,EndOfDay,,114.1988092,-21.86050201
366,56add351-1a57-474f-b197-9e3fcdc9330d,d060228e-f6c8-4b37-baf2-ced9c4898563,,10/02/20 08:41,10/02/20 08:41,,,Demersal ,,Bait,10,12,,2,,,,,,Emporer,BetterSite,,,,,,,,,,,,,114.2757375,-21.79749339
367,a2254200-2b53-40e8-a42a-8a02dbf1665f,a02d1cf3-5132-4402-9f1e-76096e688085,,10/02/20 08:46,10/02/20 08:46,,,,,,,,,,,,,,,,,,,,Snorkling,Snorkeling swimming relaxing ,8am,4pm,,Other,Kids wanted to go to Marion islands ,EndOfDay,,114.363905,-21.66980525
368,6fe629a9-085f-4d4e-98a0-fb0cf322c135,01bf5042-6e4c-44d5-9aca-8ce0690f9c9d,,10/02/20 08:53,10/02/20 08:53,,,,,,,,,,,,,,,,,,Swim and fun,,Relaxing,Swimming,1130,430,,Other,Close and sheltered and we wanted to see whales,EndOfDay,,114.2375648,-22.00550997
369,859ce927-97f8-4417-bb49-e306aa022e5a,452d5a3b-6ce6-43d8-bc35-5d9ca2111528,,10/02/20 09:03,10/02/20 09:03,,,Squidding,,,1pm,,Surface,1,1 squid,,,,,Squid,Other,Kids feeling seasick,,,,,,,,,,,,114.1794228,-21.958262
370,79e22e7c-9ace-491d-ad9c-81f0bcc41b4d,9318d253-9d85-4cc7-bb13-c79dd453feff,,10/02/20 09:20,10/02/20 09:20,,,,,,,,,,,,,,,,,,,,JetSki,,2pm,Now,,Other,Launched from here cos of wind. No particular site went all around gulf,EndOfDay,,114.1413509,-21.9551443
371,dc63435b-7324-42f1-a07c-5ecaffcae7c4,69452c9c-f269-4929-af80-f7915144baaf,,10/02/20 09:31,10/02/20 09:31,,,Squidding,Squidding and bottom bashing,Bait,2,5,,2,,,,0,,1 squid 2 fish,End of day,Note they also had a jet ski- jet ski and dinghy were together,,,,,,,,,,,,114.151469,-21.95522392
372,566a0039-c44f-4c30-8965-26e11d7635e5,61ae3739-98da-409c-8d01-caefbac0bff8,,10/03/20 03:54,10/03/20 03:54,,,,,,,,,,,,,,,,,,,,Kite surfing ,,945,1145,,Other,Onshore wind,ActivityChange ,,114.1389711,-21.94881738
373,1119ffab-cec7-4f5f-a104-c7ba5fa5dfa2,d8f6ccd3-f31b-4e19-aba6-fc2544dc323e,,10/03/20 04:36,10/03/20 04:36,,,,,,,,,,,,,,,,,,,,Kite surfing ,,10,11.3,,Weather,,ActivityChange ,Pub lunch,114.1394502,-21.94864825
374,af8b3d5e-93c0-4d28-a9cd-d89377c8034b,a7378bc4-457d-496b-a214-4ed793b399a0,,10/03/20 08:53,10/03/20 08:53,,,,,,,,,,,,,,,,,,,,Relaxing,,12,Now,,Weather,,EndOfDay,,113.8900049,-22.09845736
375,39579e1b-c37e-4ca5-85bf-797ea5cfc3b2,bcc4c4a0-1686-470b-b290-9e7e84a89f7c,,10/03/20 09:07,10/03/20 09:07,,,,,,,,,,,,,,,,,,,,Other,Walking and swimming,2,Not yet,,Biodiveristy,,,,113.8896011,-22.09858549
376,e5759434-bbb1-4bdd-8f42-3eabe7de0a13,088eff30-cf96-4da4-bd25-2f1fc0fdffed,,10/03/20 09:27,10/03/20 09:27,,,,,,,,,,,,,,,,,,,,Snorkling,,9am,Now,,Weather,,EndOfDay,,113.8940844,-22.10184492
377,b72ee2d2-2ffb-4398-860c-1e55e1a47db6,15b08c2b-c158-4e30-b2f4-9dccbec1b9ba,,10/04/20 02:27,10/04/20 02:27,,,Casting,,Bait,10.15,11.3,3,,,,,0,,,End of day,,,,,,,,,,,,,114.1245161,-21.80635418
378,55e2922a-fad0-41f5-bfd7-07432f5ced6c,fce09843-7cbe-420f-aae3-fab9349718dd,,10/04/20 02:33,10/04/20 02:33,,,,,,,,,,,,,,,,,,,,Walking,,10,11,,Weather,,ActivityChange ,,114.1245668,-21.80649305
379,73d797a2-4ef4-4299-8034-0d9970a002fd,aabb6649-97e3-4195-9d5c-a1675fb28497,,10/04/20 04:34,10/04/20 04:34,Janz,,Casting,,Bait,10.3,11.3,2.5,0,,,,0,,,,,,,,,,,,,,,,114.0383719,-21.84691215
380,73d797a2-4ef4-4299-8034-0d9970a002fd,4ffe8791-131f-4108-91d8-59c796656fde,,10/04/20 04:36,10/04/20 04:36,,,Casting,,Lure,,,1,,,,,,,,,,,,,,12,12.45,,Biodiveristy,,,,114.0379232,-21.84718978
381,e10c2b56-19fd-4993-8299-a9b07c4c13de,2a9c82d8-bd29-445c-b914-a5f4e9c2df9f,,9/29/2020 8:43:39 AM,9/29/2020 8:43:39 AM,,,,,,,,,,,,,,,,,,,9/28/2020 8:43:27 AM,Surfing,,3,5,,Other,Known for surf,EndOfDay,,114.1453513,-21.79557687
382,e10c2b56-19fd-4993-8299-a9b07c4c13de,e881f7fa-9635-47ed-b002-b1097c80150e,,9/29/2020 8:44:18 AM,9/29/2020 8:48:01 AM,,,,,,,,,,,,,,,,,,,,Snorkling,,9,12,,Biodiveristy,,Other,Lunch,113.8856681,-22.1029302
383,e10c2b56-19fd-4993-8299-a9b07c4c13de,7b22bb54-baf6-479b-8115-3bba26b4de4f,,9/29/2020 8:45:01 AM,9/29/2020 8:45:01 AM,,,,,,,,,,,,,,,,,,,,Surfing,,3,Still there ,,Other,Surf,,,114.0683941,-21.8292809
384,fce4e099-1365-448b-9149-e34d8014c67a,f435dbf5-4ac3-47bc-a1cd-f060e4970367,,9/29/2020 8:52:11 AM,9/29/2020 8:52:11 AM,,,,,,,,,,,,,,,,,,,,Surfing,,10,12,,Other,Family surf spot,Other,Lunch ,114.1450969,-21.79669567
385,fce4e099-1365-448b-9149-e34d8014c67a,e0bd9123-a7c5-4936-aaec-77ee3b02e468,,9/29/2020 8:53:39 AM,9/29/2020 8:53:39 AM,,,,,,,,,,,,,,,,,,,,Other,Wing foiling ,330,Still there ,,Other,Wind direction and surf ,,,114.0685928,-21.82919222
386,ddc6fcc1-e056-4d8f-8c96-edd91ebf4909,faff490f-fa07-46a5-a007-0972ffda21f4,,9/30/2020 3:38:46 AM,9/30/2020 3:38:46 AM,,,,,,,,,,,,,,,,,,Oyster stack,,Snorkling,,930,10:15,,Biodiveristy,,Other,Busy ,113.8735326,-22.14248546
387,ddc6fcc1-e056-4d8f-8c96-edd91ebf4909,836dc775-6b59-46b2-b9b8-bcbdda2b7bdb,,9/30/2020 3:40:10 AM,9/30/2020 3:40:10 AM,,,,,,,,,,,,,,,,,,,,Snorkling,,1030,Still there 1139,,Quiet,"Relaxing, good for kids ",,,113.8423941,-22.23088714
388,de2e329f-1271-449f-8633-7e5b62a55015,4d917519-5834-4a21-b7d0-3316a1b34d66,,9/30/2020 3:48:46 AM,9/30/2020 3:48:46 AM,,,,,,,,,,,,,,,,,,,,Snorkling,"Relaxing, swimming ",900,Still there 1148,,Other,"Recommended, less busy ",,,113.8423146,-22.23081556
389,2c7ff2e1-6eb2-4bd8-8cac-be9e17f4c427,8c8a6f16-217f-49a0-a321-ee2645d5b9ec,,9/30/2020 3:56:42 AM,9/30/2020 3:56:42 AM,,,,,,,,,,,,,,,,,,,,Relaxing,,1030,Still there 1156,,Other,Recommended not too windy quiet ,,,113.841923,-22.23072906
390,2c7ff2e1-6eb2-4bd8-8cac-be9e17f4c427,8ac25e5c-d79c-49d0-9991-448e5ef90046,,9/30/2020 3:59:49 AM,9/30/2020 3:59:49 AM,,9/29/2020 3:57:45 AM,Trolling,,Lure,1100 fo,3,20m ,0,,1,,2,,Mackerels and barracuda ,Weather,,,,,,,,,,,,,113.9425667,-21.87527448
391,69a7f8ad-f875-4430-a763-ba1a7f12ef7c,5e83a834-2569-4dd8-9389-88a4a11c4c6c,,9/30/2020 4:07:20 AM,9/30/2020 4:07:20 AM,,,,,,,,,,,,,,,,,,,,Relaxing,"Recommended quiet, nice beach to relaxing ",130,1200,,Quiet,Recommended ,,,113.8419183,-22.23073421
392,69a7f8ad-f875-4430-a763-ba1a7f12ef7c,69987957-666a-4ce2-9695-05d29f5f900c,,9/30/2020 4:11:04 AM,9/30/2020 4:11:04 AM,Shoals  cooper,9/27/2020 4:07:33 AM,Casting,Both bait lure ,Bait,1200,430,5,3,,0,,0,,"2 squid, 1 snapper blue line empower ",End of day,Dinner plans ,,,,,,,,,,,,114.2039556,-21.93411451
393,1b0246c7-159a-4c39-9de4-0f31818d6994,ed82e6b5-f4d9-440c-a916-a0ee6fb6d02c,,9/30/2020 7:06:08 AM,9/30/2020 8:43:41 AM,,,,,,,,,,,,,,,,,,,,Snorkling,"Kids snorkeling, Mum relaxing ",12,Still here. 3,,Other,Too much wind to go surfing at Janz ,,,114.1738523,-21.83043205
394,1b0246c7-159a-4c39-9de4-0f31818d6994,61b9ddff-ea65-4764-ac2a-20fa580f6a55,,9/30/2020 7:08:07 AM,9/30/2020 7:08:07 AM,,,Casting,,Lure,,,,,,1,,,,,,,,9/29/2020 7:06:59 AM,Snorkling,Relaxing ,10,,,Quiet,,Other,Ready to move on ,113.8436301,-22.2304899
395,1b0246c7-159a-4c39-9de4-0f31818d6994,3b546ad2-cf07-458c-9c6b-8ffb83f8f164,,9/30/2020 7:14:40 AM,9/30/2020 7:15:25 AM,,9/29/2020 7:12:49 AM,Casting,,Lure,3,6,6,0,,2,Too small ,0,,Lizard fish and other little fish ,End of day,,,,Other,Whale watching also saw dolphins and turtles. Went to go fishing but hung around megafauna ,Same as above ,,,Weather,,EndOfDay,,114.1586674,-21.95619146
396,59a628e1-b8eb-4c3d-90fc-66adac6b8499,5605aa47-e8ad-428c-af12-aaeb9630219f,,9/30/2020 7:19:57 AM,9/30/2020 7:19:57 AM,,,,,,,,,,,,,,,,,,,,Surfing,,1030,1330,,Other,Check it out ,Other,Surf dropped lunch ,114.1318332,-21.80510477
397,0fa09e02-d6aa-4a8e-b8f3-5be3e198a1a1,f38c8af5-1436-43d2-97e7-7079ea3318c4,,9/30/2020 7:27:02 AM,9/30/2020 7:27:02 AM,Kings redf,,Casting,,Bait,12,2,40,0,,3,,0,,DonŠ—Èt know ,,,,,,,,,,,,,,114.2048221,-21.84009821
398,cad2346f-cb5a-4111-8d0e-c7929b433cb5,45ed4601-8bbd-4cd0-a192-a03b0f2624f0,,9/30/2020 7:43:55 AM,9/30/2020 7:47:09 AM,,,Demersal ,,Bait,1030,1200,66,3,,0,,4,,"Cobia, spangled emp",Depredation,,,,,,,,,,,,,114.0965033,-21.77111624
399,cad2346f-cb5a-4111-8d0e-c7929b433cb5,db5837b2-7f28-486d-b9fe-33bc0aa0c1e8,,9/30/2020 7:49:02 AM,9/30/2020 7:49:02 AM,,,Demersal ,,Bait,1230,1330,60,2,,0,,6,,Grassy emp.,Depredation,,,,,,,,,,,,,114.1004997,-21.79035751
400,cad2346f-cb5a-4111-8d0e-c7929b433cb5,1eaf64d0-6bbd-4e99-855d-45b45740a50b,,9/30/2020 7:50:12 AM,9/30/2020 7:50:12 AM,,,Demersal ,,Bait,1400,1530,60,1,,0,,4,,Black snapper,End of day,Depredation ,,,,,,,,,,,,114.1502508,-21.75417897
401,901ae280-d157-471a-8400-314abcbd783f,94dbd25a-2732-4960-9536-90462fc34a92,,9/30/2020 7:59:04 AM,9/30/2020 7:59:04 AM,,,Casting,,Lure,10,1030,30,0,,3,,0,"Caught some sharks, 2 ",Little thing ,BetterSite,,,,,,,,,,,,,113.9489897,-21.87316889
402,901ae280-d157-471a-8400-314abcbd783f,68edbaaf-1689-4551-abab-b00018541166,,9/30/2020 8:01:10 AM,9/30/2020 8:01:10 AM,,,Trolling,,Lure,11,,6,0,,2,,0,,,Other,Was trolling to next site ,,,,,,,,,,,,113.9800152,-21.83923144
403,901ae280-d157-471a-8400-314abcbd783f,02892d13-c579-4aed-97bd-5b72d921b72f,,9/30/2020 8:04:46 AM,9/30/2020 8:04:46 AM,6 spots between tantabiddi br to light house outside reef ,,Demersal ,Both lure and bait ,,,,30,1,,5,,0,,"Honeycomb cod, red spot cod, empowers red throat ",LowCatch,,,,,,,,,,,,,114.0491174,-21.79507834
404,a9cdd0a0-e151-4532-b707-12fd34dcef8d,40cec7ac-1d24-42f6-9f78-8d63b9a32447,,9/30/2020 8:15:13 AM,9/30/2020 8:15:13 AM,,,,,,,,,,,,,,,,,,,,JetSki,Wing foiling tower by jetski,1230,1600,,Quiet,Conditions ,Other,Low on fuel ,114.1673523,-21.78113473
405,67ea8bf8-5af1-44aa-a164-daf763c63e40,a7471c59-b44b-4118-aaf7-a87e701f3a56,,9/30/2020 8:21:24 AM,9/30/2020 8:21:24 AM,,,,,,,,,,,,,,,,,,,,Diving,,1230,1315,10.5,Biodiveristy,Weather,ActivityChange ,,114.3715189,-21.63019542
406,af44acf8-2792-42eb-b7b5-3611d5620d97,a7d5238b-d470-4717-96f9-f154f74bc919,,9/30/2020 8:30:16 AM,9/30/2020 8:30:16 AM,,,Demersal ,Both bait or Kur ,Lure,1330,250,34,3,,2,,0,,"Spangled emp, coral trout ",End of day,,,,,,,,,,,,,114.3290451,-21.79567512
407,470cdad4-cc32-4a73-868e-879fa80aa7e3,8eb9a0e0-1ac8-4860-a128-6160497050d0,,9/30/2020 8:48:21 AM,9/30/2020 8:48:21 AM,10k of bay,,Trolling,,Lure,2,430,30,0,,1,,0,,,End of day,,,,,,,,,,,,,114.1223045,-21.7929323
408,470cdad4-cc32-4a73-868e-879fa80aa7e3,87e2cfba-3fba-4e0b-884d-a5cd1cd7a0f8,,9/30/2020 8:49:20 AM,9/30/2020 8:49:20 AM,,,,,,,,,,,,,,,,,,,,Relaxing,Swimming ,430,450,,NaturalSurroundings,,EndOfDay,,114.1739388,-21.83104848
409,cfeca107-7f6a-4f5d-82c6-b1153ec24b7f,6acd5f06-e21d-474e-ba47-d20387233ce7,,9/30/2020 8:55:51 AM,9/30/2020 8:55:51 AM,,,Demersal ,,Bait,2,330,15,0,,0,,0,,,End of day,,,,,,,,,,,,,114.2604029,-21.7376753
410,8672d760-6830-4f89-9f4d-e64d047a28ef,7944d851-5c31-4583-a585-aa0b629829fe,,9/30/2020 9:06:27 AM,9/30/2020 9:06:27 AM,,,,,,,,,,,,,,,,,,,,Snorkling,,1330,1430,,Other,Shallow kids ,ActivityChange ,,114.1561374,-21.86577294
411,8672d760-6830-4f89-9f4d-e64d047a28ef,8e9fb75e-d154-4d7b-acd3-4d2e3a8f5986,,9/30/2020 9:07:35 AM,9/30/2020 9:07:35 AM,,,,,,,,,,,,,,,,,,,,Other,Megafauna ,4,5,,Megafauna,,EndOfDay,,114.2163392,-21.84716604
412,1133b472-ca3e-4911-b27c-d8ee3b9565cb,376547a3-9f7e-4611-add7-15fd7f1cb1ee,,9/30/2020 9:48:30 AM,9/30/2020 9:48:30 AM,,,Demersal ,Bith,Bait,10,5,240,2,,0,,3,,"Cod, cobia",End of day,,,,,,,,,,,,,114.1790041,-21.06476065
413,67b70be5-caad-4954-81f8-d5e8b3c7b552,428a8272-fc84-4a0e-b8f9-35195d486771,,10/01/20 01:33,10/01/20 01:33,,,,,,,,,,,,,,,,,,,,,Swimming,730,830,,Access,Calm for kids ,BetterSite,,114.1391985,-21.94868731
414,67b70be5-caad-4954-81f8-d5e8b3c7b552,c9d33157-af5f-4c4f-a928-55e62fae90c3,,10/01/20 01:34,10/01/20 01:34,,,,,,,,,,,,,,,,,,,,Snorkling,,900,Still there 0930,,Biodiveristy,,,,113.8857838,-22.09922886
415,0bbcc3cd-9cdb-4901-a8aa-98f429b6118b,eb1d4b1a-1d27-4b18-9450-ab398d4345ea,,10/01/20 01:50,10/01/20 01:50,,,,,,,,,,,,,,,,,,,,Snorkling,Relaxing ,900,0950 still there ,,Biodiveristy,,,,113.8856626,-22.10043195
416,6da34e16-7d87-475b-ac04-704029831352,cea951ab-7b27-41cb-8b8d-0c9563d7f97a,,10/01/20 01:59,10/01/20 01:59,,,,,,,,,,,,,,,,,,,,Snorkling,,900,100 still here ,,Biodiveristy,,,,113.8856779,-22.1003333
417,8fbf5c2a-f469-4f94-a0f0-7ed125e98448,c2269c62-4e7f-4ebd-8b95-8d1ae673c9b5,,10/01/20 02:11,10/01/20 02:11,,,,,,,,,,,,,,,,,,,,Relaxing,,100,Still there 1010,,Other,Got brought here by Sal salis ,,,113.885794,-22.09914646
418,4eb2e66f-c20f-4409-a09d-8e16f61ea253,ec5efa4a-65ce-46e0-b3fb-c9495f1ac127,,10/01/20 02:18,10/01/20 02:18,,,,,,,,,,,,,,,,,,,,Snorkling,,945,1020 still there ,,Biodiveristy,,,,113.8859448,-22.09852528
419,4208a979-cc4d-4e76-b0cf-4a73b813a6bd,3cd9e19e-9ce0-4c6d-a72e-0fec617cf243,,10/01/20 02:27,10/01/20 02:27,,,,,,,,,,,,,,,,,,McLeodŠ—Ès ,,Other,Collecting sea glass ,630,730,,Quiet,,Other,,114.1345424,-21.9683343
420,4208a979-cc4d-4e76-b0cf-4a73b813a6bd,d769c9ac-14a3-48b4-8173-47ce71c19f8b,,10/01/20 02:29,10/01/20 02:29,,,,,,,,,,,,,,,,,,,,Snorkling,,950,Still here 1027,,Other,"Kid friendly, good snorkeling safe ",,,113.8869578,-22.09788532
421,fbfa52dc-9391-475b-8292-cf81cfefd381,e734d69f-b797-4e80-8a4a-54b96eb8b36a,,10/01/20 02:42,10/01/20 02:42,,,,,,,,,,,,,,,,,,,,Snorkling,,900,1041 still here ,,Biodiveristy,"Come every year, good for kids, sheltered ",,,113.8871928,-22.09794202
422,40e545c7-eb4e-4803-8203-0746229320fc,7a20d343-11b0-4533-8b33-18515b136bae,,10/01/20 02:52,10/01/20 02:52,,,,,,,,,,,,,,,,,,,,Snorkling,Relax ,930,1052 still there ,,Other,HavenŠ—Èt been yet ,,,113.8878469,-22.09795091
423,9d53cfd7-471a-4d48-804a-ac1f2830876c,69a76911-a374-4356-bf74-83e37dc14c14,,10/01/20 03:07,10/01/20 03:07,,,,,,,,,,,,,,,,,,,,Snorkling,,1030,1106 still here ,,Biodiveristy,,,,113.8859458,-22.09848232
424,9899f5c5-a9bb-4b0c-88dc-c2cd945f6d87,fe5612cd-5c3f-450e-abfc-72844ab94d16,,10/01/20 03:18,10/01/20 03:18,,,,,,,,,,,,,,,,,,,,Snorkling,"Relaxing, relaxing ",830,Still there 1118,,Biodiveristy,,,,113.887173,-22.09786801
425,cf99b844-b196-431b-9db6-487965dcc3d1,f57ee6a5-937b-4798-8c68-b116249a7b99,,10/01/20 03:24,10/01/20 03:24,,,,,,,,,,,,,,,,,,,,Snorkling,Kid friendly ,900,1123 still there ,,Other,"Kid friend,y, good for different levels of snorkeled ",,,113.8874267,-22.09794743
426,82d6e2fb-b1f2-4b9e-b613-f1d9145e31ad,187f5f00-d20d-4add-8f16-020056c491de,,10/01/20 07:26,10/01/20 07:26,,,,,,,,,,,,,,,,,,,,Relaxing,Swimming ,1300,1530,,Other,Can bring dog and watch whales ,EndOfDay,,114.1793012,-21.82558662
427,55824bc6-637d-411f-b0c8-459fe27aab56,c099dcdf-2760-4b41-b805-b09df541981a,,10/01/20 07:32,10/01/20 07:32,Janz ,,Casting,,Bait,1100,1230,3,0,,0,,0,,,ActivityChange,,,,,,,,,,,,,114.0728196,-21.82807778
428,55824bc6-637d-411f-b0c8-459fe27aab56,312940a0-f33c-4387-8d22-764ac1f0546c,,10/01/20 07:34,10/01/20 07:34,,,,,,,,,,,,,,,,,,,,Other,Rockpooling ,1330,1430,,Other,New pace ,ActivityChange ,Went to get ice cream before shop shuts ,114.1660082,-21.78522222
429,55824bc6-637d-411f-b0c8-459fe27aab56,eb2f47d0-a899-4a9e-9375-866449540190,,10/01/20 07:35,10/01/20 07:35,,,Casting,,Bait,1450,1530 still there ,,0,,0,,0,,,,,,,,,,,,,,,,114.1791666,-21.82573716
430,80462b0b-075f-49fc-9fbb-094a8a51fdbb,81ce395b-1c07-4177-8603-7f6515b02a2f,,10/01/20 07:43,10/01/20 07:43,,,Casting,,Bait,1340,1540,,0,,0,,0,,,,,,,Snorkling,"Swimming, relaxing ",,,,Access,,,,114.1788752,-21.82590015
431,5294522a-7ed5-4ac8-82c7-4dd5ea437312,8415e6c7-0fca-428b-a450-d864794b61ff,,10/01/20 07:50,10/01/20 07:50,,,,,,,,,,,,,,,,,,,,Snorkling,,1200,1450,,Biodiveristy,,Weather,,113.8881922,-22.0984521
432,5294522a-7ed5-4ac8-82c7-4dd5ea437312,17bf5d63-d660-41e5-ba3f-adbbe3ef6d29,,10/01/20 07:51,10/01/20 07:51,,,,,,,,,,,,,,,,,,,,,Swim,320,350still there ,,Other,"Kid friendly, but not boring. Checking it out recommended at visitor c",,,114.178413,-21.82624112
433,9d622635-9303-439b-8210-d2bf3c7dbf70,1daeb144-012d-42c7-9d48-b7c21a17b7e4,,10/01/20 07:59,10/01/20 07:59,,,,,,,,,,,,,,,,,,,,RowSport,,1100,1600,,Other,Friends were going ,EndOfDay,,114.1782205,-21.8263112
434,0fe48002-c0aa-4c5d-868e-98cdaeffec65,aa5eb12e-1748-495b-ad51-7462b30be515,,10/01/20 08:10,10/01/20 08:10,,,,,,,,,,,,,,,,,,,,,Swimming ,330,1630,,Access,Time constraints need to go back to work ,,,114.1780869,-21.82637318
435,8e6a7553-9c74-48fc-a877-16dfd4137d2f,4e31b433-0eeb-448f-afef-ad72a0f4d5f2,,10/01/20 08:50,10/01/20 08:50,,,Casting,,Bait,1630,Still here 1650,,0,,0,,0,,,,,,,Relaxing,,,,,Other,Could go fishing ,,,114.177339,-21.82679622
436,68f1990b-acd7-48d2-81cc-142b0d4801b7,5d8daee6-bd7b-46a5-8552-f8eb5b2f7248,,10/01/20 09:00,10/01/20 09:00,,,,,,,,,,,,,,,,,,,,RowSport,Swimming ,140,1700,,Other,Kid friendly ,EndOfDay,,114.1756671,-21.82806532
437,69b96f65-e476-4579-98f4-acbd159857a1,bf50a647-42a2-4c9d-ba8e-3f8b0e8af223,,10/02/20 03:01,10/02/20 03:01,South tanatabiddid passage ,,Trolling,,Lure,830,11,35,1,,1,,0,,"Spanish Mac,real , red cod ",Weather,,,,,,,,,,,,,113.9794451,-21.91278331
438,9fd9ae69-0b38-4aa7-9e0e-950fa6a42179,5f6e85af-1a07-45da-bf0d-9a76cdc5ab05,,10/02/20 03:11,10/02/20 03:13,"NedŠ—Ès camp, 2km off ",,Casting,Both bait and lure,,930,1050,5,0,,7,,0,,"Rock code, spangled emp",Other,Reservation ,,,,,,,,,,,,113.9198641,-22.00506466
439,f25a9503-668a-4085-af27-dabf1ee635bd,4dd5f5c0-b6c9-4386-8709-47f1024b7b39,,10/02/20 03:16,10/02/20 03:19,,,,,,,,,,,,,,,,,,Whale watching ,,Other,,930,1100,,Weather,"DidnŠ—Èt really choose a site, was just driving and trying to avoid the wind ",Weather,,114.0038633,-21.85044569
440,27b311df-4f7b-4c4d-8d0e-3e480691abcd,c4579125-a04f-40c4-886a-ac99a595dc13,,10/02/20 03:22,10/02/20 03:22,,,Demersal ,Both ,,830,11,5,0,,6,,0,,"Cod, snapper ",Weather,,,,,,,,,,,,,113.9496831,-21.88002507
441,6f04a69c-8d35-41b2-9224-90dcc7ba48c8,dd7ebb1d-c736-439e-96f9-14f76aeb50b9,,10/02/20 03:29,10/02/20 03:36,,,Demersal ,,Bait,700,740,70,1,,1,,0,Said that in the four months he has been here he only ever saw 1 shark out on his boat and in the past month he has seen loads ,"Spangled emp, ",Weather,,,,,,,,,,,,,113.9559603,-21.86242504
442,ed8612b0-677f-42d6-8b00-82cf8bff2b8f,07d80e26-a435-410f-9b03-d32682a6f52f,,10/02/20 04:17,10/02/20 04:17,,,Demersal ,Both ,,900,1130,40,0,,2,,0,,"Trevally, ",Weather,,,,,,,,,,,,,113.9540961,-21.87848741
443,b943ece8-96f6-48c7-b86b-a2eb0409c71b,54fdb812-3606-489d-b4a1-b92290cfadab,,10/02/20 04:32,10/02/20 04:32,,10/01/20 04:31,,,,,,,,,,,,,,,,,,Snorkling,,3,5,,Megafauna,,Weather,,114.1859501,-21.82277476
444,b943ece8-96f6-48c7-b86b-a2eb0409c71b,df0c75cf-f5dc-4be8-ae11-5458484fadcb,,10/02/20 04:35,10/02/20 04:35,,9/30/2020 4:33:23 AM,,,,,,,,,,,,,,,,,,Snorkling,,900,12,,NaturalSurroundings,,Weather,,113.9801475,-21.89569061
445,be0a7cb6-bedc-4115-a5d5-ba135194c71d,4987567a-d730-41ba-bdc9-b8f383e6d550,,10/02/20 09:49,10/02/20 09:49,,,,,,,,,,,,,,,,,,,,Relaxing,,14,18,,Access,"Accessible, always go here ",,,114.1401706,-21.94545215
446,91ca9f0b-d00f-4b7d-8046-f299c6b25a31,5784bd7d-c674-424c-8629-f05c6877710e,,10/03/20 02:10,10/03/20 02:21,Fishing off Exmouth boat ramp,,Casting,,Lure,830,1020,2,0,,1,,0,,DonŠ—Èt know ,,While I interviewed them they were still there so I didnŠ—Èt ask but I saw them leave at 1020,,,,,,,,,,,,114.1387786,-21.95512023
447,57f00e82-cb90-4c66-af86-86ff9190199f,d4496856-25e2-4994-a511-c5b0bca0a207,,10/03/20 07:50,10/03/20 07:50,,,Casting,,Bait,1400,1600still here ,3,5,,30,,2,,"Cobbler, released. Black spot, trevally ",,,,,,,,,,,,,,113.977715,-21.91229837
448,d4f2aaec-896b-4334-8d4f-3d55af5b6328,521c08ee-cf35-401e-aa39-64f610b39506,,10/03/20 09:00,10/03/20 09:00,,,,,,,,,,,,,,,,,,,,Walking,"Swimming, ",16:30,1730,,Access,,,,113.9270983,-22.00414119
449,d4f2aaec-896b-4334-8d4f-3d55af5b6328,9b84cf66-8f63-4fd2-b9f4-b07025cc9736,,10/03/20 09:02,10/03/20 09:02,,10/01/20 09:01,Casting,,Lure,60,700,1,0,,1,,0,,Flathead,End of day,,,,,,,,,,,,,113.9270912,-22.00413642
