"OBJECTID","GlobalID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number","Comments","created_date","created_user","last_edited_date","last_edited_user"
213,"00000000-0000-0000-0000-000000000000","BC2318C7-A060-47FA-8C6D-ED03EDFBA7B9",20,10,"None",NA,2004,6011,"Esperance","Male",NA,1,NA,1,3,"Jj912",NA,"15/4/22 3:28","Nicole.Hamre_UWA","15/4/22 3:28","Nicole.Hamre_UWA"
214,"00000000-0000-0000-0000-000000000000","0B08C1AF-2919-49B0-80F1-2BC5A795E5E5",24,30,"None",NA,1980,6450,"Esperance","Female",NA,1,NA,1,4,"Ea403",NA,"15/4/22 3:54","Nicole.Hamre_UWA","15/4/22 3:54","Nicole.Hamre_UWA"
215,"00000000-0000-0000-0000-000000000000","530A9485-BA3D-4D46-9E96-ACC2C9814E55",60,50,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,3,"Gf954",NA,"15/4/22 4:29","Nicole.Hamre_UWA","15/4/22 4:29","Nicole.Hamre_UWA"
216,"00000000-0000-0000-0000-000000000000","0B6A26FC-2D7A-4DAF-BDE8-79FD6B795D7A",50,20,"None",NA,1994,6450,"Esperance","Male",NA,2,NA,NA,5,"Ei686",NA,"15/4/22 4:36","Nicole.Hamre_UWA","15/4/22 4:36","Nicole.Hamre_UWA"
217,"00000000-0000-0000-0000-000000000000","FE86052C-ED43-44B2-A6B0-36F53DFB9A24",20,10,"None",NA,1983,6450,"Esperance","Female",NA,1,1,1,6,"Bt135",NA,"15/4/22 4:58","Nicole.Hamre_UWA","15/4/22 4:58","Nicole.Hamre_UWA"
218,"00000000-0000-0000-0000-000000000000","C7CEF302-53D6-4EF0-98F9-94C2E965C5CE",12,50,"None",NA,1947,6450,"Esperance","Male",NA,2,NA,NA,7,"Dv847",NA,"15/4/22 5:13","Nicole.Hamre_UWA","15/4/22 5:13","Nicole.Hamre_UWA"
219,"00000000-0000-0000-0000-000000000000","AC2879D5-6A34-4CD7-8637-A112A8386693",3,8,"None",NA,1976,6450,"Esperance","Male",NA,2,NA,NA,8,"Ev 721",NA,"15/4/22 5:25","Nicole.Hamre_UWA","15/4/22 5:25","Nicole.Hamre_UWA"
220,"00000000-0000-0000-0000-000000000000","5CBBCD1C-7EAC-4435-A3EB-A1AD2DEFC165",10,50,"None",NA,1966,6450,"Esperance","Male",1,NA,NA,1,7,"By102",NA,"15/4/22 5:30","Nicole.Hamre_UWA","15/4/22 5:30","Nicole.Hamre_UWA"
221,"00000000-0000-0000-0000-000000000000","8CA182D2-E573-4842-803D-3D246D00D7C4",1,1,"None",NA,1955,6450,"Esperance","Female",NA,1,NA,NA,NA,NA,"Kalgoorlie didn’t finish survey","15/4/22 5:47","Nicole.Hamre_UWA","15/4/22 5:47","Nicole.Hamre_UWA"
222,"00000000-0000-0000-0000-000000000000","213B89B9-A061-46D6-9D81-1DA2454E2854",10,15,"None",NA,1977,6450,"Esperance","Male",NA,2,NA,NA,9,"Eo948",NA,"15/4/22 5:50","Nicole.Hamre_UWA","15/4/22 5:50","Nicole.Hamre_UWA"
223,"00000000-0000-0000-0000-000000000000","048FAB52-81C6-4CB1-936F-AF8371CA17E3",2,60,"None",NA,1949,6450,"Esperance","Male",NA,1,NA,NA,7,"Dg315",NA,"15/4/22 5:58","Nicole.Hamre_UWA","15/4/22 5:58","Nicole.Hamre_UWA"
224,"00000000-0000-0000-0000-000000000000","398B4E99-903B-4496-BC49-A98D270E0957",25,47,"OW",10,1972,6450,"Esperance","Male",1,NA,NA,1,5,"Dz251",NA,"15/4/22 6:02","Nicole.Hamre_UWA","15/4/22 6:02","Nicole.Hamre_UWA"
225,"00000000-0000-0000-0000-000000000000","20C6CF7D-2C3A-4641-9E8D-44847C499600",1,60,"None",NA,1959,6450,"Esperance","Male",NA,1,NA,NA,7,"3226",NA,"15/4/22 6:06","Nicole.Hamre_UWA","15/4/22 6:06","Nicole.Hamre_UWA"
226,"00000000-0000-0000-0000-000000000000","C60FCCA5-525B-4F11-97B6-BBCBED31E5DF",100,20,"None",NA,1996,6450,"Esperance","Male",2,1,NA,NA,5,"Dj564",NA,"15/4/22 6:10","Nicole.Hamre_UWA","15/4/22 6:10","Nicole.Hamre_UWA"
227,"00000000-0000-0000-0000-000000000000","BBA47F52-25B3-4F74-B0DD-259D4C45790A",7,10,"None",NA,1964,6450,"Esperance","Male",NA,2,NA,NA,8,"Force 10",NA,"15/4/22 6:13","Nicole.Hamre_UWA","15/4/22 6:13","Nicole.Hamre_UWA"
228,"00000000-0000-0000-0000-000000000000","E7531437-45E3-42C1-8E38-8412BD1759FF",15,55,"None",NA,1958,6450,"Esperance","Male",NA,2,NA,NA,6,"52492",NA,"15/4/22 6:19","Nicole.Hamre_UWA","15/4/22 6:19","Nicole.Hamre_UWA"
229,"00000000-0000-0000-0000-000000000000","BD02C618-9921-4485-8CA4-B4F976187273",15,30,"None",NA,1985,6450,"Esperance","Male",NA,1,NA,NA,4,"33452",NA,"15/4/22 6:29","Nicole.Hamre_UWA","15/4/22 6:29","Nicole.Hamre_UWA"
230,"00000000-0000-0000-0000-000000000000","B5D87152-43D2-4885-9615-53C5A6D25BCD",12,40,"None",NA,1977,6450,"Esperance","Male",NA,1,NA,1,3,"Bk463",NA,"15/4/22 6:33","Nicole.Hamre_UWA","15/4/22 6:33","Nicole.Hamre_UWA"
231,"00000000-0000-0000-0000-000000000000","7C3BADAA-8EB8-4E4E-89CD-1C76BC4668B2",40,20,"None",NA,1999,6450,"Esperance","Male",NA,1,NA,NA,3,"Av079",NA,"15/4/22 6:36","Nicole.Hamre_UWA","15/4/22 6:41","Nicole.Hamre_UWA"
232,"00000000-0000-0000-0000-000000000000","23152F3E-9ECC-4E7C-BC0D-60D49739CD0D",10,40,"None",NA,1958,6450,"Esperance","Male",NA,2,NA,NA,7,"Gd617",NA,"15/4/22 6:40","Nicole.Hamre_UWA","15/4/22 6:42","Nicole.Hamre_UWA"
233,"00000000-0000-0000-0000-000000000000","F3669DA2-3F16-4AA9-9692-AC179C47F32C",6,48,"DM",500,1968,6450,"Esperance","Male",NA,1,NA,2,5,"El608",NA,"15/4/22 6:52","Nicole.Hamre_UWA","15/4/22 6:52","Nicole.Hamre_UWA"
234,"00000000-0000-0000-0000-000000000000","56ADECD6-71FB-4139-91E2-B597D64C0770",25,30,"AOW",500,1993,6430,"Esperance","Male",NA,1,NA,NA,7,"Eo239",NA,"15/4/22 7:13","Nicole.Hamre_UWA","15/4/22 7:13","Nicole.Hamre_UWA"
235,"00000000-0000-0000-0000-000000000000","1ADC2F92-3F14-4E68-A2CA-EA383A339768",10,17,"None",NA,1972,6450,"Esperance","Male",1,1,1,NA,4,"Ea099",NA,"15/4/22 7:54","Nicole.Hamre_UWA","15/4/22 7:54","Nicole.Hamre_UWA"
236,"00000000-0000-0000-0000-000000000000","14E17438-3700-45C3-AC6F-D187E8E7DC1C",12,46,"None",NA,1970,6450,"Esperance","Male",NA,1,NA,1,9,"Eb757",NA,"15/4/22 8:11","Nicole.Hamre_UWA","15/4/22 8:11","Nicole.Hamre_UWA"
237,"00000000-0000-0000-0000-000000000000","6A4A6782-1694-4116-A96A-EC8CCC27776E",6,25,"None",NA,1991,6450,"Esperance","Male",NA,1,NA,NA,8,"Ap678",NA,"15/4/22 8:22","Nicole.Hamre_UWA","15/4/22 8:22","Nicole.Hamre_UWA"
238,"00000000-0000-0000-0000-000000000000","75915138-F54F-4AEB-B270-827C7C62C71E",1,1,"None",NA,1976,6450,"Esperance","Female",1,2,NA,NA,8,"Gj914",NA,"15/4/22 8:29","Nicole.Hamre_UWA","15/4/22 8:29","Nicole.Hamre_UWA"
239,"00000000-0000-0000-0000-000000000000","6C90B398-CD00-4F55-B737-74F0F190422C",1,50,"None",NA,1952,6308,"Esperance","Male",NA,1,NA,NA,3,"Bl147",NA,"16/4/22 1:51","Nicole.Hamre_UWA","16/4/22 1:51","Nicole.Hamre_UWA"
240,"00000000-0000-0000-0000-000000000000","323B6228-C942-4F03-B824-D68869617B0C",200,30,"OW",500,1982,6450,"Esperance","Male",NA,NA,NA,NA,2,"Red blow up boat","Rubber blow up boat","16/4/22 3:12","Nicole.Hamre_UWA","16/4/22 3:12","Nicole.Hamre_UWA"
241,"00000000-0000-0000-0000-000000000000","C73F7BE9-CA48-47A5-AA44-065982C0EB7D",60,50,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,3,"Gf954",NA,"16/4/22 3:17","Nicole.Hamre_UWA","16/4/22 3:35","Nicole.Hamre_UWA"
242,"00000000-0000-0000-0000-000000000000","ABC2BF10-E1B6-48EB-A07A-E0083F3E0C5A",12,30,"None",NA,1987,6450,"Esperance","Male",NA,2,NA,2,3,"Ew547",NA,"16/4/22 4:40","Nicole.Hamre_UWA","16/4/22 4:40","Nicole.Hamre_UWA"
243,"00000000-0000-0000-0000-000000000000","DBFF0C9F-3BA8-4702-AA67-6090927E3107",12,20,"None",NA,1957,6450,"Esperance","Male",NA,1,NA,NA,7,"Dv957",NA,"16/4/22 4:48","Nicole.Hamre_UWA","16/4/22 4:48","Nicole.Hamre_UWA"
244,"00000000-0000-0000-0000-000000000000","524696E0-82EA-4C76-A245-6260F653B258",4,40,"None",NA,1972,6112,"Esperance","Male",NA,NA,NA,NA,2,"Gu853","Jet ski","16/4/22 5:05","Nicole.Hamre_UWA","16/4/22 5:05","Nicole.Hamre_UWA"
245,"00000000-0000-0000-0000-000000000000","0B70C41F-1E32-4C3D-9AE2-A5967B98C950",6,55,"None",NA,1961,6450,"Esperance","Male",1,3,2,1,5,"Ant",NA,"16/4/22 5:16","Nicole.Hamre_UWA","16/4/22 5:16","Nicole.Hamre_UWA"
246,"00000000-0000-0000-0000-000000000000","AF150A0D-D6D4-4CD9-BAF3-CF637838D775",6,30,"None",NA,1986,6450,"Esperance","Male",NA,1,NA,2,5,"Bt135",NA,"16/4/22 5:52","Nicole.Hamre_UWA","16/4/22 5:52","Nicole.Hamre_UWA"
247,"00000000-0000-0000-0000-000000000000","B0124CF8-94EB-4708-B39D-A720E778334E",24,45,"None",NA,1969,6450,"Esperance","Male",NA,1,NA,1,5,"Chloe sue",NA,"16/4/22 6:02","Nicole.Hamre_UWA","16/4/22 6:02","Nicole.Hamre_UWA"
248,"00000000-0000-0000-0000-000000000000","7C69C81D-3C09-469E-9A97-5716E3FC72D7",35,40,"AOW",250,1978,6450,"Esperance","Male",1,NA,NA,NA,9,"Gj417",NA,"16/4/22 6:18","Nicole.Hamre_UWA","16/4/22 6:18","Nicole.Hamre_UWA"
249,"00000000-0000-0000-0000-000000000000","AB7D3D77-CBDF-4630-99A4-54130DC2E359",12,10,"None",NA,1973,6450,"Esperance","Male",NA,1,NA,NA,7,"Gj194",NA,"16/4/22 6:22","Nicole.Hamre_UWA","16/4/22 6:22","Nicole.Hamre_UWA"
250,"00000000-0000-0000-0000-000000000000","B7AE74C4-3B39-4D96-A367-269DAC4049D6",3,12,"None",NA,1972,6450,"Esperance","Female",1,2,NA,NA,5,"Dm247",NA,"16/4/22 6:34","Nicole.Hamre_UWA","16/4/22 6:34","Nicole.Hamre_UWA"
251,"00000000-0000-0000-0000-000000000000","26A14717-2139-45EA-A7AA-95F0B2DF441E",10,5,"None",NA,1989,6430,"Esperance","Male",NA,1,NA,NA,4,"72045",NA,"16/4/22 6:44","Nicole.Hamre_UWA","16/4/22 6:44","Nicole.Hamre_UWA"
252,"00000000-0000-0000-0000-000000000000","C6E12DEE-DD3F-4472-A9E2-B6111B582C47",6,45,"DM",450,1963,6450,"Esperance","Male",NA,NA,NA,1,5,"A1404",NA,"16/4/22 6:58","Nicole.Hamre_UWA","16/4/22 6:58","Nicole.Hamre_UWA"
253,"00000000-0000-0000-0000-000000000000","5ED0FAF2-4356-4A17-B4A2-C5FDEF7CE010",20,35,"None",NA,1979,6450,"Esperance","Male",NA,2,NA,NA,13,"Gn707",NA,"16/4/22 7:06","Nicole.Hamre_UWA","16/4/22 7:06","Nicole.Hamre_UWA"
254,"00000000-0000-0000-0000-000000000000","88B62671-C257-4F0A-B8EA-CF41FB7C584E",1,30,"I",500,1986,6450,"Esperance","Female",NA,1,2,NA,7,"GI459",NA,"16/4/22 7:14","Nicole.Hamre_UWA","16/4/22 7:14","Nicole.Hamre_UWA"
255,"00000000-0000-0000-0000-000000000000","09DCE737-8229-429B-9430-4A4B31F4B19F",50,27,"None",NA,1985,6430,"Esperance","Female",NA,2,NA,NA,5,"Dn978",NA,"16/4/22 7:50","Nicole.Hamre_UWA","16/4/22 7:50","Nicole.Hamre_UWA"
256,"00000000-0000-0000-0000-000000000000","51B63E4E-F91D-4110-B527-E5895B154122",2,40,"None",NA,1965,6450,"Esperance","Male",NA,1,NA,2,5,"Bx052",NA,"16/4/22 7:53","Nicole.Hamre_UWA","16/4/22 7:53","Nicole.Hamre_UWA"
257,"00000000-0000-0000-0000-000000000000","2554BB3D-B172-4E0A-A31F-F0AEFB0FE636",100,28,"None",NA,1988,6450,"Esperance","Female",1,1,NA,NA,4,"Hook in-in","Hates the marine park","16/4/22 7:58","Nicole.Hamre_UWA","16/4/22 7:58","Nicole.Hamre_UWA"
258,"00000000-0000-0000-0000-000000000000","CFC1C208-99EA-400C-A44E-59F7568436C9",52,48,"None",0,1971,6450,"Esperance","Male",0,0,0,0,4,"DE059",NA,"18/4/22 1:59","Nicole.Hamre_UWA","18/4/22 1:59","Nicole.Hamre_UWA"
259,"00000000-0000-0000-0000-000000000000","35A2D570-AA32-4742-8780-CE1936174F5E",1,55,"None",0,1957,6450,"Esperance","Male",0,1,0,0,4,"90856","Sara, surveyed boat before but new person","18/4/22 2:25","Nicole.Hamre_UWA","18/4/22 2:25","Nicole.Hamre_UWA"
260,"00000000-0000-0000-0000-000000000000","C5E9BA25-E6A4-4BD1-A85B-93AA29E204CF",8,40,"None",0,1962,6450,"Esperance","Male",0,2,0,0,5,"GR383",NA,"18/4/22 3:22","Nicole.Hamre_UWA","18/4/22 3:22","Nicole.Hamre_UWA"
261,"00000000-0000-0000-0000-000000000000","78DA4AC9-7A19-456C-9EFD-70A2827639D8",30,30,"None",0,1970,6450,"Esperance","Male",0,0,0,0,4,"BT630",NA,"18/4/22 4:05","Nicole.Hamre_UWA","18/4/22 4:05","Nicole.Hamre_UWA"
262,"00000000-0000-0000-0000-000000000000","4C47C3D8-0F8A-42F9-B444-E80C9FE0912F",12,30,"None",0,1982,6450,"Esperance","Male",2,2,1,1,7,"GD031",NA,"18/4/22 4:31","Nicole.Hamre_UWA","18/4/22 4:31","Nicole.Hamre_UWA"
263,"00000000-0000-0000-0000-000000000000","0A746C95-EB73-45C3-A5BE-338F291883EE",20,20,"None",0,2002,6330,"Esperance","Male",0,1,0,0,3,"DD117",NA,"18/4/22 4:43","Nicole.Hamre_UWA","18/4/22 4:43","Nicole.Hamre_UWA"
264,"00000000-0000-0000-0000-000000000000","1965DC34-C1DD-4374-8FAA-82ABDB43CB46",20,35,"None",0,1981,6450,"Esperance","Male",0,1,0,1,4,"DP921",NA,"18/4/22 4:54","Nicole.Hamre_UWA","18/4/22 5:01","Nicole.Hamre_UWA"
265,"00000000-0000-0000-0000-000000000000","467CD45A-DD62-49E6-A272-CB9FF2B1C2CD",20,60,"None",0,1955,6450,"Esperance","Male",0,1,0,0,NA,"DM815",NA,"18/4/22 5:29","Nicole.Hamre_UWA","18/4/22 5:29","Nicole.Hamre_UWA"
266,"00000000-0000-0000-0000-000000000000","FD180512-D4B4-4D2C-B9B7-FFB78DC1A633",10,40,"None",0,1966,6442,"Esperance","Male",1,0,0,0,6,"44996",NA,"19/4/22 0:47","Nicole.Hamre_UWA","19/4/22 0:47","Nicole.Hamre_UWA"
267,"00000000-0000-0000-0000-000000000000","E2D541F3-587C-40EF-9330-3C34F5D52444",60,21,"OW",5,2000,6008,"Esperance","Male",9,4,0,0,6,"DX416",NA,"19/4/22 2:35","Nicole.Hamre_UWA","19/4/22 2:35","Nicole.Hamre_UWA"
268,"00000000-0000-0000-0000-000000000000","13C582EB-CB2A-4399-9532-923B3E14FCAF",51,30,"None",NA,1976,6450,"Esperance","Male",NA,1,NA,2,5,"Ge716",NA,"19/4/22 5:10","Nicole.Hamre_UWA","19/4/22 5:10","Nicole.Hamre_UWA"
269,"00000000-0000-0000-0000-000000000000","60BF6D99-857D-4210-852F-DC3456D4236D",35,40,"None",0,1980,6450,"Esperance","Male",0,2,0,0,5,"86481",NA,"19/4/22 5:41","Nicole.Hamre_UWA","19/4/22 5:41","Nicole.Hamre_UWA"
1,"6afc3848-4b6d-46f3-8b4e-a4be22761aa6","2bc857c7-e7e1-4276-80c5-8e07fae4c1bf",15,22,"None",NA,1995,6450,"Esperance","Male",NA,1,NA,NA,3,"Bl621",NA,"4/20/2022 3:25:11 AM","Nicole.Hamre_UWA","4/20/2022 3:25:11 AM","Nicole.Hamre_UWA"
2,"6a1c23eb-1b51-4fe1-aaba-a67754155add","2d99b2bc-9cbf-44b5-aa40-827e88f53f1a",20,35,"OW",12,1973,6450,"Esperance","Male",NA,NA,NA,1,5,"Dd223",NA,"4/20/2022 5:04:27 AM","Nicole.Hamre_UWA","4/20/2022 5:04:27 AM","Nicole.Hamre_UWA"
3,"e5cbb960-8b2e-40fe-a7cd-49ad97a9c5ad","934945f3-79e9-482d-a363-6ab9d499fb65",20,30,"Other",500,1982,6450,"Esperance","Male",NA,NA,NA,NA,3,"Bf664",NA,"4/20/2022 5:10:14 AM","Nicole.Hamre_UWA","4/20/2022 5:10:14 AM","Nicole.Hamre_UWA"
4,"9e4d3186-9444-4eb4-bb3e-225bf055e482","8c7d2a0a-56c0-4f53-b19b-8a22b70dc03c",20,20,"None",NA,2002,6330,"Esperance","Male",NA,1,NA,NA,3,"Dd117",NA,"4/20/2022 5:47:18 AM","Nicole.Hamre_UWA","4/20/2022 5:47:18 AM","Nicole.Hamre_UWA"
5,"5e2de9a5-8064-443b-89a6-3eee6c1ce22a","d15dace8-87a0-4972-9774-08afc83abe75",80,50,"None",NA,1958,6450,"Esperance","Male",1,NA,NA,NA,5,"Bu962",NA,"4/20/2022 5:52:20 AM","Nicole.Hamre_UWA","4/20/2022 5:52:20 AM","Nicole.Hamre_UWA"
6,"17f22cf2-4824-43fe-ab6e-7a5517ff0637","a5443cb9-e2d4-4fd0-a8bf-33700aefba76",15,20,"None",NA,1997,6450,"Esperance","Male",NA,1,NA,NA,8,"Gj621",NA,"4/20/2022 6:25:39 AM","Nicole.Hamre_UWA","4/20/2022 6:25:39 AM","Nicole.Hamre_UWA"
7,"23150d0a-c00f-4dba-92f8-0d9eba174d0b","26b39f16-4154-4203-a416-84d057d5ae42",30,40,"None",0,1975,6430,"Esperance","Male",0,0,0,0,4,"DE527","First day out on new boat","4/9/22 8:51","Nicole.Hamre_UWA","4/9/22 8:51","Nicole.Hamre_UWA"
8,"a0a5ab19-3404-4565-90e3-14159a340f59","e1e791c4-667d-4050-8b2d-cbabc1763c8f",24,50,"None",0,1951,6450,"Esperance","Male",1,0,0,0,4,"AZ769",NA,"4/10/22 4:52","Nicole.Hamre_UWA","4/10/22 4:52","Nicole.Hamre_UWA"
9,"42485f7b-c0fd-4272-b20f-4cfe98cf1e06","c083df05-2a1b-4eaa-8e8b-78be6d6d23b8",20,40,"None",0,1968,6450,"Esperance","Male",0,3,0,0,8,NA,NA,"4/10/22 4:59","Nicole.Hamre_UWA","4/10/22 4:59","Nicole.Hamre_UWA"
10,"0873ece6-bcc2-4a64-95ad-6e8d07e6b02d","976f4ce1-e494-4fac-b6b6-911d85b7b5a5",50,23,"None",0,1996,6450,"Esperance","Male",0,1,0,0,3,"EZ853",NA,"4/10/22 6:02","Nicole.Hamre_UWA","4/10/22 6:02","Nicole.Hamre_UWA"
11,"85c2434e-f98b-424e-bdaa-84601774b4c7","54703c2d-4c59-4618-a1ee-7ad7b0f50230",40,40,"None",0,1974,6450,"Esperance","Male",0,0,0,1,3,"65816","Rain","4/10/22 6:07","Nicole.Hamre_UWA","4/10/22 6:07","Nicole.Hamre_UWA"
12,"755ddf64-80ae-4ea8-952b-bea801a2b081","d8935b0d-a3d0-4a53-9784-a129dde1acfd",3,11,"None",0,2008,6450,"Esperance","Male",0,0,0,0,4,"EM274",NA,"4/10/22 6:40","Nicole.Hamre_UWA","4/10/22 6:40","Nicole.Hamre_UWA"
13,"68a0bdc0-e620-4aeb-9ccf-806ae4b7e1f3","515fda98-1290-4874-a430-5adc406f105c",5,30,"None",0,1982,6450,"Esperance","Male",0,0,0,1,3,"BS605",NA,"4/10/22 6:58","Nicole.Hamre_UWA","4/10/22 6:58","Nicole.Hamre_UWA"
14,"e67c4fab-6bf3-47bf-a2dc-9dd13b8fecad","eb5c27c5-13a8-4da9-b4c3-a82b60c20e89",26,49,"None",0,1971,6450,"Esperance","Male",0,0,0,0,5,"DE059",NA,"4/15/2022 12:22:15 AM","Nicole.Hamre_UWA","4/15/2022 12:22:15 AM","Nicole.Hamre_UWA"
15,"4a879b4b-9fe1-48d4-bd20-5e3716e63f99","7fa98aa1-9948-4ea6-bb8f-2f6d6907102a",15,25,"None",0,1984,6460,"Esperance","Male",1,0,0,0,5,"GN536","Wife on first trip but dropped off because sea sick","4/15/2022 1:15:19 AM","Nicole.Hamre_UWA","4/15/2022 1:15:19 AM","Nicole.Hamre_UWA"
16,"4ddfd3e7-29aa-4b4d-a14c-5dd7ca1985ce","64d1ee1c-84a1-4002-9461-4a50b3eb7103",10,30,"None",0,1982,6450,"Esperance","Male",0,1,0,1,4,"BS606",NA,"4/15/2022 1:20:29 AM","Nicole.Hamre_UWA","4/15/2022 1:20:29 AM","Nicole.Hamre_UWA"
17,"fc462df2-68ee-4354-bbbd-25bc616b6bd3","db148d33-be9c-40bf-b12a-8e7d98c840ac",20,20,"None",0,1988,6430,"Esperance","Male",0,0,0,0,4,"99617",NA,"4/15/2022 1:58:52 AM","Nicole.Hamre_UWA","4/15/2022 1:58:52 AM","Nicole.Hamre_UWA"
18,"820286c3-5d85-4ac0-9c06-6acf94c4f602","36e5caf1-449d-467b-a01f-e673c0db9e83",112,30,"OW",500,1982,6450,"Esperance","Male",1,0,0,1,4,"EH423",NA,"4/15/2022 2:18:02 AM","Nicole.Hamre_UWA","4/15/2022 2:18:02 AM","Nicole.Hamre_UWA"
19,"1d6f8f55-5f5f-4197-9a52-0ef9e8919ae2","48a5e583-8e0a-4224-ba44-44f105847073",3,26,"None",0,1996,6450,"Esperance","Male",0,0,1,0,5,"52279",NA,"4/15/2022 3:02:41 AM","Nicole.Hamre_UWA","4/15/2022 3:02:41 AM","Nicole.Hamre_UWA"
20,"f648f94c-5f48-45af-b59b-2b56ac90cb67","f9ba50eb-3783-4575-8621-eb242d578984",30,50,"AOW",200,1969,6430,"Esperance","Male",1,1,0,0,4,"80829",NA,"4/15/2022 3:23:20 AM","Nicole.Hamre_UWA","4/15/2022 3:23:20 AM","Nicole.Hamre_UWA"
21,"d073a437-c62b-4e9b-949d-6a801d89b117","c1269ca1-4178-4f9f-8eeb-6a3963ad05f6",10,40,"None",0,1959,6450,"Esperance","Male",0,1,0,1,4,"EW101",NA,"4/15/2022 3:30:56 AM","Nicole.Hamre_UWA","4/15/2022 3:30:56 AM","Nicole.Hamre_UWA"
22,"63ecc4c1-b015-40ac-94aa-befc23b9c5ff","e17a1455-fb18-498c-a7d1-ff8bd6ca5af0",42,40,"None",0,1974,6450,"Esperance","Male",0,0,0,1,4,"65816",NA,"4/15/2022 4:07:01 AM","Nicole.Hamre_UWA","4/15/2022 4:07:01 AM","Nicole.Hamre_UWA"
23,"82ffcfb3-ec80-4a67-922c-95faf0824787","e58ec471-186b-4132-a04a-8f9764d757de",6,30,"None",0,1989,6450,"Esperance","Male",0,1,1,0,4,"EX236",NA,"4/15/2022 4:46:24 AM","Nicole.Hamre_UWA","4/15/2022 4:46:24 AM","Nicole.Hamre_UWA"
24,"4288a6af-ad4b-4012-8ca1-785846dc5c9c","73f69097-9ede-4ca1-92b9-79470a32c70b",24,50,"None",0,1959,6450,"Esperance","Male",0,0,0,1,3,"GF120",NA,"4/15/2022 4:57:08 AM","Nicole.Hamre_UWA","4/15/2022 4:57:08 AM","Nicole.Hamre_UWA"
25,"657cc688-c887-4eb2-bd02-91dcfbeab293","7c5c128c-b06b-4385-9f1e-d2fe71ed945c",12,55,"None",0,1947,6450,"Esperance","Male",0,0,0,0,6,"71154",NA,"4/15/2022 5:04:07 AM","Nicole.Hamre_UWA","4/15/2022 5:04:07 AM","Nicole.Hamre_UWA"
26,"9e1a92f3-0d94-4504-a34d-d74be9b80c65","b41919e2-ae6e-453a-83c9-33b4c12b6503",12,40,"None",0,1957,6108,"Esperance","Male",0,2,0,0,4,"BL147",NA,"4/15/2022 5:34:24 AM","Nicole.Hamre_UWA","4/15/2022 5:34:24 AM","Nicole.Hamre_UWA"
27,"500b92b0-2784-4f22-938d-8733b62fd0ce","ee6dafa1-0637-48f4-9e60-91f53a124b65",40,15,"None",0,1998,6018,"Esperance","Male",3,3,0,0,4,NA,NA,"4/15/2022 5:40:00 AM","Nicole.Hamre_UWA","4/15/2022 5:40:00 AM","Nicole.Hamre_UWA"
28,"0c2f0682-31f3-4430-99a9-32956e2b9a12","05f2e315-4391-48ab-8db9-4d40ff60db73",50,2,"None",0,1997,6110,"Esperance","Male",0,2,0,0,3,"BO642",NA,"4/15/2022 5:51:10 AM","Nicole.Hamre_UWA","4/15/2022 5:51:10 AM","Nicole.Hamre_UWA"
29,"31b7a3b3-92b5-4bcb-b03a-e219da4b3c7d","bdc2ce8d-33f5-4fad-882b-c1f26feab2a2",36,30,"Commercial",200,1974,6450,"Esperance","Male",1,0,0,0,4,"459259",NA,"4/15/2022 5:58:41 AM","Nicole.Hamre_UWA","4/15/2022 5:58:41 AM","Nicole.Hamre_UWA"
30,"5b9f7a9a-eba3-48c8-8b78-ce2cb325cc7c","93ac8506-1f4e-42c0-bb67-e380b930d591",30,55,"None",0,1965,6450,"Esperance","Male",0,0,0,1,3,"AR621",NA,"4/15/2022 6:27:09 AM","Nicole.Hamre_UWA","4/15/2022 6:27:09 AM","Nicole.Hamre_UWA"
31,"35b49b86-2e5c-498a-a88b-600dbf66f487","8601227a-74a9-457e-9ea5-0c9fc50db8c6",2,0,"None",0,1970,6450,"Esperance","Male",0,1,0,1,5,"BJ207",NA,"4/15/2022 6:35:24 AM","Nicole.Hamre_UWA","4/15/2022 6:35:24 AM","Nicole.Hamre_UWA"
32,"890eebbe-6cf1-434a-9426-15c414b4da91","57df5131-7667-474a-99af-658a3ba21da7",12,0,"None",0,1966,6450,"Esperance","Male",0,0,0,1,4,"EM274",NA,"4/15/2022 7:35:07 AM","Nicole.Hamre_UWA","4/15/2022 7:35:07 AM","Nicole.Hamre_UWA"
33,"f9e50065-9486-423b-914c-891d67365b84","b6b0e669-07b1-429a-82f4-26169acde047",5,12,"None",0,1992,6061,"Esperance","Male",1,1,0,0,3,"63957",NA,"4/15/2022 8:04:22 AM","Nicole.Hamre_UWA","4/15/2022 8:10:26 AM","Nicole.Hamre_UWA"
34,"0b3ffda2-306c-4205-a456-a4d061a78ec2","5af31222-4c9f-4522-98a5-34255387ccea",30,40,"AOW",50,1978,6450,"Esperance","Male",0,4,0,0,8,NA,NA,"4/15/2022 8:42:32 AM","Nicole.Hamre_UWA","4/15/2022 8:42:32 AM","Nicole.Hamre_UWA"
