ID,InterviewDate,InterviewTime,Interviewer,Transect,Access,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,TimesInTwenty,TimesInNineteen,Covid,Meta.x,Meta.y,EXTRACTIVE SURVEY,ActivityDate,FishingType,BaitLure,TimeEnterWater,TimeOutWater,MaxDepth,KeptUndam,ReleasedUndam,DP,What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,What activity did you do?,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?_1,"If OTHER, why did you leave this site?_1",,Use.x,Use.y,DaysOfYrFishedBoat,DaysOfYrFishedShore,DaysOfYrNonEx,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",Male or Female,Describe party,Boat length,Boat Type,Boat name or number,Comments
128,9/30/2020,8:53:53,Sam,Bundegi,Wobiri,14,No,0,14,0,0,Yes,114.0476427,-21.84098525,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,16:15,18:00,NA,Access,NA,EndOfDay,NA,,114.0469701,-21.84278885,NA,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,9/29/2020,8:04:44,Sam,Bundegi,BunBR,8,Yes,2,6,0,0,No,114.1705692,-21.83502132,NA,9/29/2020,NA,Bait,11:00,16:00,56,5,2,2,"Kobe, trevally, northwest",Weather,NA,NA,NA,NA,NA,NA,NA,Weather,NA,NA,NA,,114.1914045,-21.82667314,12,,NA,20,0,None,NA,1978,6018,MantaResort,NA,Male,1m1k,7,G,NA,NA
130,9/27/2020,4:09:09,Sam,ExmouthS,LearmonthJetty,10,No,1,10,1,0,No,114.0991979,-22.21189274,NA,9/27/2020,Casting,Lure,11:45,Still doing activity,5,NA,2,NA,"Flatty, catfish?",NA,NA,NA,NA,NA,NA,NA,NA,Biodiveristy,NA,NA,NA,,114.099775,-22.21085979,NA,,NA,39,0,None,NA,1982,6330,Lighthouse,NA,Male,1m1f3k,NA,NA,NA,NA
131,09/01/20,,Sam,Bundegi,LHBaySZSouth,120,No,0,120,0,1,No,114.1539025,-21.79157999,NA,09/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steps next to dunes,Surfing,NA,17:30,19:30,NA,Quiet,NA,Other,Work,,114.1288267,-21.8061539,10,,176,65,59,None,NA,1949,6282,Exmouth,NA,Male,1m,NA,NA,NA,Comes up for between 1-4 moths every year
132,10/02/20,,Gabby,Exmouth,ExBR,10,Yes,5,10,0,0,No,114.1384827,-21.95566657,NA,10/02/20,Demersal,NA,10:00,12:30,NA,2,0,0,Kept 1 Spangled emp & 1Threadfin,Other,To try another site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2521042,-21.94212072,26,,NA,30,0,None,NA,1971,NA,NA,NA,Male,1m1f3k,5,C,Au622,NA
133,9/26/2020,8:11:52,Sam,Exmouth,ExBR,Resident,Yes,NA,NA,NA,NA,NA,114.138304,-21.95483783,NA,9/26/2020,Squidding,Lure,16:00,16:20,5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1472488,-21.94816646,NA,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,10/01/20,,Nicole,Bundegi,BundegiBeach,6,No,0,6,0,0,Yes,114.1790747,-21.82574118,NA,10/01/20,Casting,Bait,13:40,15:40,NA,0,0,0,NA,NA,NA,NA,Snorkling,NA,NA,NA,NA,Access,NA,NA,NA,,114.1788752,-21.82590015,0,,NA,0,0,None,NA,1974,6062,Exmouth,NA,Female,1m1f3k,NA,NA,NA,Holiday fishers only 
135,10/02/20,,Sam,Tantabiddi,OspreyBay,8,No,0,8,0,0,No,113.8406992,-22.23761903,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,10:00,12:30,NA,Weather,NA,Other,Lunch,,113.8398462,-22.237491,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,9/30/2020,3:34:45,Nicole,Tantabiddi,SandyBay,11,No,0,6,0,1,No,113.8426458,-22.23085386,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,10:30,Still there 1139,NA,Quiet,NA,NA,NA,,113.8423941,-22.23088714,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kid friendly
137,10/02/20,,Sam,Tantabiddi,SandyBay,10,No,0,10,0,0,No,113.8426164,-22.2325573,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walking,NA,08:00,10:00,NA,Access,NA,ActivityChange,NA,,113.8412793,-22.23183178,0,,0,0,0,None,NA,1979,6012,OspreyCamp,NA,Female,1m1f2k,NA,NA,NA,NA
138,10/01/20,,Nicole,Bundegi,BundegiBeach,12,No,0,12,0,0,No,114.1786329,-21.8259957,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,12:00,14:50,NA,Biodiveristy,NA,Weather,NA,,113.8881922,-22.0984521,12,,NA,40,0,OW,NA,1953,6210,Exmouth,NA,Male,2m2f1k,NA,NA,NA,NA
139,10/02/20,,Sam,Tantabiddi,SandyBay,14,Yes,7,14,1,2,No,113.8388089,-22.23810979,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Janz,Surfing,NA,09:00,18:30,NA,Other,NA,EndOfDay,NA,,113.8426125,-22.23149495,0,,250,2,20,None,0,1970,6169,YardieHomestead,NA,Male,1m1f2k,NA,NA,NA,NA
140,9/28/2020,2:58:16,Nicole,CoralBay,CBBR,14,No,0,14,0,2,No,113.7667622,-23.15744321,NA,9/28/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:50,Still here 11:05,NA,Other,Can fish off the br,NA,NA,,113.7669581,-23.15717284,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,9/26/2020,10:02:46,Sam,Exmouth,ExBR,10,Yes,10,0,2,0,No,114.1383659,-21.95469447,Coopers shoal,9/26/2020,Demersal,Lure,14:00,18:00,10,1,0,0,School mackrel,End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1470512,-21.95313834,50,,0,45,0,None,NA,1970,6100,EscapeFourExmouth,NA,Male,2m,5,F,NA,NA
142,9/30/2020,8:44:32,Nicole,Bundegi,BunBR,7,Yes,3,2,0,0,No,114.1732724,-21.83076199,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swimming,NA,16:30,16:50,NA,NaturalSurroundings,NA,EndOfDay,NA,,114.1739388,-21.83104848,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,10/02/20,,Sam,Tantabiddi,SandyBay,10,Yes,1,10,1,1,No,113.8423628,-22.23257863,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graveyards,WindSport,NA,16:30,17:30,NA,Weather,NA,EndOfDay,NA,,113.8427779,-22.23434822,4,,52,1,25,None,NA,1985,6164,YardieHomestead,NA,Female,2m2f,NA,NA,NA,Kiting
144,9/30/2020,3:52:07,Nicole,Tantabiddi,SandyBay,20,Yes,18,20,1,1,No,113.8422895,-22.23075378,NA,9/29/2020,Trolling,Lure,11:00,15:00,20,0,1,2,Mackerels and barracuda,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9425667,-21.87527448,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,10/01/20,,Sam,Tantabiddi,TantBR,9,Yes,6,3,0,1,Yes,113.9789732,-21.91225154,NA,10/01/20,Demersal,Bait,06:30,09:40,17,1,0,1,NA,ActivityChange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.0036246,-21.81535214,12,,NA,30,0,OW,25,1973,6012,NA,NA,Female,1m1f2k,7,D,NA,NA
146,10/02/20,,Sam,Tantabiddi,OspreyBay,11,No,0,11,0,0,Yes,113.8398222,-22.23784436,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,10:45,12:30,NA,Access,NA,Other,Go make lunch at camp,,113.8402821,-22.23852826,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,9/29/2020,8:21:13,Sam,Bundegi,BunBR,14,Yes,14,0,1,4,No,114.1703757,-21.83498167,NA,9/29/2020,Demersal,Bait,12:00,16:30,16,3,0,12,"Spangled emperor, spainish mackrel, spainish emperor",End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1233108,-21.77886402,10,,NA,40,30,OW,100,1971,6066,NingalooBreeze,NA,Male,1m1f2k,6,D,Jenny,DoesnÍt fish deeper than 16m because of sharks
148,9/30/2020,3:52:07,Nicole,Tantabiddi,SandyBay,20,Yes,18,20,1,1,No,113.8422895,-22.23075378,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,10:30,Still there 1156,NA,Quiet,NA,NA,NA,,113.841923,-22.23072906,35,,NA,5,0,OW,NA,1991,6020,Exmouth,NA,Female,6f,NA,NA,NA,Reccommended as quiet site
149,9/26/2020,9:48:16,Nicole,Exmouth,ExBR,Resident,NA,NA,NA,NA,NA,NA,114.1383881,-21.95491413,NA,9/26/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,16:30,17:30,NA,Weather,NA,EndOfDay,NA,,114.1442283,-21.94378904,50,,NA,1,0,None,NA,1993,NA,NA,NA,Female,1m1f,4,F,NA,NA
150,9/30/2020,4:19:18,Gabby,Tantabiddi,TantBR,5,Yes,5,5,0,1,No,113.978936,-21.91299456,NA,9/30/2020,Demersal,Bait,NA,09:30,26,0,0,0,Blowfish,ActivityChange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9993717,-21.81474727,24,,NA,15,0,None,NA,2001,6172,Exmouth,NA,Male,2m,6,F,NA,Stopped activity to have lunch; had 2 dogs with them 
151,9/30/2020,8:53:53,Sam,Bundegi,Wobiri,14,No,0,14,0,0,Yes,114.0476427,-21.84098525,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turquoise bay,Snorkling,NA,12:30,14:00,NA,Biodiveristy,NA,Other,To check out campsites,,114.045326,-21.84216453,0,,60,0,7,OW,12,1964,6153,YardieCamp,NA,Male,1m1f,NA,NA,NA,Spot reccommended by friends
152,9/30/2020,9:05:23,Nicole,Bundegi,BunBR,7,Yes,2,7,2,1,No,114.1732727,-21.83078852,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WhaleWatch,NA,16:00,17:00,NA,Megafauna,NA,EndOfDay,NA,,114.2163392,-21.84716604,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,9/30/2020,8:44:32,Nicole,Bundegi,BunBR,7,Yes,3,2,0,0,No,114.1732724,-21.83076199,10k of bay,9/30/2020,Trolling,Lure,14:00,16:30,30,0,1,0,NA,End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1223045,-21.7929323,2,,NA,15,0,OW,NA,1973,6018,Exmouth,NA,Female,1m1f2k,5,F,Dd508,NA
154,9/30/2020,9:04:32,Sam,Bundegi,Wobiri,5,No,0,5,0,0,Yes,114.0300801,-21.84875447,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,16:00,18:00,NA,Weather,NA,EndOfDay,NA,,114.0326211,-21.84833828,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,9/30/2020,3:34:58,Sam,Tantabiddi,SandyBay,5,No,1,5,0,0,No,113.8428878,-22.23223202,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walking,NA,09:00,10:00,NA,NaturalSurroundings,NA,ActivityChange,NA,,113.8428355,-22.23184441,6,,NA,30,0,OW,25,1982,6012,RACHolPark,NA,Female,1m1f3k,NA,NA,NA,Yardie Creek river walk
156,10/01/20,,Gabby,Bundegi,BunBR,9,Yes,9,9,0,0,No,114.1708455,-21.83614682,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,10:00,14:30,NA,Biodiveristy,NA,NA,NA,,114.3713519,-21.66220225,0,,2,0,0,None,NA,1990,6725,Exmouth,NA,Female,1m1f,7,NA,NA,NA
157,9/28/2020,3:57:48,Nicole,CoralBay,CBBR,3,Yes,3,0,0,1,No,113.7677011,-23.15559563,NA,9/28/2020,Trolling,Lure,10:00,11:00,30,NA,1,0,Mackeral,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.7529563,-23.16944425,26,,NA,33,0,OW,NA,1987,6285,Exmouth,NA,Male,2m,4,F,NA,"Caught 2 fish yesterday, 1 which was depredated"
158,10/02/20,,Gabby,Exmouth,ExBR,7,Yes,5,7,0,0,No,114.1471439,-21.95736981,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JetSki,NA,14:00,NA,NA,Weather,NA,EndOfDay,NA,,114.1413509,-21.9551443,0,,NA,0,0,None,NA,1978,6210,Exmouth,NA,Male,1m1f,NA,NA,NA,"Jetski; WasnÕt static, just drove around gulf"
159,9/26/2020,8:44:13,Nicole,Exmouth,ExBR,4,Yes,4,4,1,2,Yes,114.1389272,-21.95459621,NA,9/26/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WhaleWatch,NA,NA,NA,NA,Megafauna,NA,EndOfDay,NA,,114.2130526,-22.0250649,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,10/02/20,,Sam,Tantabiddi,SandyBay,8,No,0,8,0,0,No,113.8425835,-22.23197806,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WindSport,NA,13:00,15:00,NA,Weather,NA,Other,NA,,113.841915,-22.23152995,5,,100,32,35,AOW,100,1970,6156,OspreyCamp,NA,Male,2m,NA,NA,NA,Kiting
161,9/30/2020,7:53:07,Nicole,Bundegi,BunBR,10,Yes,2,10,0,0,No,114.1732519,-21.83078784,NA,9/30/2020,Casting,Lure,10:00,10:30,30,0,3,0,NA,BetterSite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9489897,-21.87316889,30,,NA,0,33,None,NA,1987,6285,Exmouth,NA,Male,2m,4,F,Bw406,"Caught 2 shark. DonÕt know species, described them as 'boring little things'. "
162,9/29/2020,8:59:39,Sam,Bundegi,BunBR,7,Yes,7,0,0,1,No,114.1705041,-21.83553338,NA,9/29/2020,Spearing,NA,16:00,17:00,NA,0,0,NA,NA,End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1875278,-21.80291716,50,,NA,10,0,None,NA,2000,6156,Lighthouse,NA,NA,NA,5,F,68296,NA
163,9/26/2020,9:37:00,Gabby,Exmouth,ExBR,8,Yes,6,8,1,1,No,114.157079,-21.9472139,6166 Perth residents born 1982,9/26/2020,Demersal,Bait,16:00,17:00,3,0,0,NA,NA,ActivityChange,NA,NA,NA,NA,NA,NA,NA,Rec,NA,NA,NA,,114.1451217,-21.94313094,24,,Too often to count,0,0,None,NA,1982,6166,Exmouth,NA,Female,1m1f2k,4,C,NA,"Did some trawling on the way to sight; then bottom bashing; Kids hungry so had to leave, didnÕt bring any snacks. "
164,10/03/20,,Sam,Tantabiddi,Turquoise Bay 1,14,Yes,7,7,0,0,Yes,113.9787902,-21.91371097,NA,10/03/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,NA,NA,NA,Rec,NA,NA,NA,,113.9206928,-22.02512892,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Went because visitor centre reccommended it. Havent git in water yet but going to snorkel. 
165,9/30/2020,2:59:39,Gabby,Tantabiddi,TantBR,90,No,0,90,0,0,No,113.9783494,-21.91261931,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,10:00,12:00,NA,Other,Can bring my dog and close by,NA,NA,,113.9810406,-21.91091148,0,,NA,0,0,None,NA,198,6111,YardieHomestead,NA,Male,1m,NA,NA,NA,With dog; Time planning to leave 
166,9/27/2020,4:10:52,Gabby,ExmouthS,LearmonthJetty,7,No,0,7,0,0,Yes,114.0991757,-22.21168579,NA,9/27/2020,Demersal,Bait,10:00,NA,2,8,NA,0,Brim and blue bone and trevally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.11473,-22.0409017,0,,NA,20,0,None,NA,1973,6122,Exmouth,NA,Male,1m2k,NA,NA,NA,7 days fishing; They would likely be home in South Africa visiting if it wasnt for travel restrictions
167,9/30/2020,8:50:28,Gabby,Bundegi,Wobiri,13,No,0,13,0,0,Yes,114.0688307,-21.82974769,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surfing,NA,13:30,NA,NA,Other,NA,EndOfDay,NA,,114.0678608,-21.8298274,0,,NA,0,0,None,NA,1982,6149,NManduCamp,NA,Female,4m4f7k,NA,NA,NA,NA
168,10/03/20,,Nicole,Tantabiddi,Mesa,11,No,0,11,0,1,No,113.9270034,-22.0041681,NA,10/01/20,Casting,Lure,06:00,07:00,1,0,1,0,Flathead,End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9270912,-22.00413642,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,9/28/2020,3:37:39,Nicole,CoralBay,CBBR,7,No,0,7,0,1,Yes,113.7667722,-23.15748751,NA,9/28/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parraelle e to five finger reef,WindSport,NA,10:40,11:40,NA,Other,"Don_„Žt want to break the coral because of the big fin at bottom and it_„Žs the closest place, lists of restriction. 1km walk south from coral bay",Weather,NA,,113.7612743,-23.1617284,0,,26,0,3,None,NA,1974,6018,CoralBay,NA,Male,1m,NA,NA,NA,Kiting
170,9/30/2020,3:50:23,Sam,Tantabiddi,SandyBay,10,No,0,10,0,1,Yes,113.8430971,-22.23276433,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,09:50,12:15,NA,NaturalSurroundings,NA,Other,Set up camp,,113.8428847,-22.23164424,0,,NA,0,45,None,NA,1970,6307,YardieHomestead,NA,Male,1m1f4k,NA,NA,NA,NA
171,10/01/20,,Sam,Tantabiddi,TantBR,10,NA,10,2,0,0,No,113.9789215,-21.91253974,NA,10/01/20,Spearing,NA,07:00,09:00,14,0,0,NA,NA,ActivityChange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9756526,-21.84255397,20,,NA,18,0,None,NA,1996,Refusal ,YardieHomestead,NA,Male,2m,4,C,NA,NA
172,9/30/2020,3:43:43,Sam,Tantabiddi,SandyBay,10,No,0,10,0,0,Yes,113.842469,-22.23111698,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:00,13:00,NA,Quiet,NA,ActivityChange,NA,,113.8418147,-22.23157727,3,,NA,2,0,None,NA,1999,6407,Exmouth,NA,Male,1m1f,NA,NA,NA,NA
173,10/01/20,,Gabby,Bundegi,BunBR,Resident,Yes,NA,NA,NA,NA,NA,114.1704932,-21.83538394,NA,10/01/20,Demersal,Bait,13:00,15:00,NA,4,NA,1,Emperors,ActivityChange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2287417,-21.86676805,26,,NA,49,0,None,NA,1971,6707,NA,NA,Male,4m,NA,F,NA,NA
174,10/02/20,,Gabby,Exmouth,ExBR,Resident,NA,NA,NA,NA,NA,NA,114.1381828,-21.95473071,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,08:00,16:00,NA,Other,Kids wanted to go to Marion islands,EndOfDay,NA,,114.363905,-21.66980525,20,,NA,45,0,None,NA,1975,NA,NA,NA,Male,2m4k,9,B,NA,NA
175,10/02/20,,Sam,Tantabiddi,SandyBay,14,Yes,7,14,1,2,No,113.8388089,-22.23810979,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WindSport,NA,09:30,14:00,NA,Other,Kitesurfing and kid friendly,ActivityChange,NA,,113.8430276,-22.23152691,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiting
176,9/30/2020,8:13:17,Sam,Bundegi,Janz,14,Yes,14,0,0,2,No,114.07272,-21.82727495,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surfing,NA,14:00,18:00,NA,Other,Surf okay when sea breeze is up,EndOfDay,NA,,114.0726413,-21.82708782,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,9/28/2020,4:56:22,Gabby,CoralBay,Bills Bay,10,No,0,10,0,1,No,113.7681052,-23.14294778,NA,9/28/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planned time to leave ,RowSport,NA,09:00,16:30,NA,Other,Good holiday,EndOfDay,NA,,113.7741739,-23.14159584,0,,104,0,36,None,NA,1984,6168,CoralBay,NA,Female,1m1f2k,NA,NA,NA,NA
178,10/01/20,,Gabby,Bundegi,BunBR,Resident,NA,NA,NA,NA,NA,NA,114.1708578,-21.83572568,NA,10/01/20,Demersal,Bait,13:00,15:00,NA,3,0,0,Spangos x2 and a threadfin,End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2607541,-21.8859392,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,9/26/2020,8:50:35,Nicole,Exmouth,ExBR,14,Yes,12,2,2,0,No,114.1395567,-21.95580158,NA,9/26/2020,Casting,Bait,12:00,13:00,7,0,7,0,None,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1875164,-21.87487225,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,10/03/20,,Gabby,Tantabiddi,Turquoise Bay 2,12,No,0,12,0,0,No,113.8893932,-22.09890816,NA,10/03/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,12:00,NA,NA,Weather,NA,EndOfDay,NA,,113.8900049,-22.09845736,0,,NA,0,0,None,NA,1980,6156,NManduCamp,NA,Female,1m1f3k,NA,NA,NA,NA
181,9/30/2020,8:18:24,Nicole,Bundegi,BunBR,10,Yes,8,2,0,0,No,114.1732616,-21.83077963,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diving,NA,12:30,13:15,10.5,Biodiveristy,NA,ActivityChange,NA,,114.3715189,-21.63019542,0,,5,0,1,OW,NA,2002,6210,Exmouth,NA,Female,1m1f4k,5,F,De428,Had been fishing as well - not enough to ask them about it. 
182,9/30/2020,8:23:48,Nicole,Bundegi,BunBR,16,Yes,8,16,1,0,No,114.1732457,-21.8307694,NA,9/30/2020,Demersal,Both,13:00,14:50,34,3,2,0,"Spangled emp, coral trout",End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.3290451,-21.79567512,29,,NA,20,0,None,NA,1972,6210,Exmouth,NA,Male,1m1f3k,4,F,BM193,NA
183,10/04/20,,Nicole,Tantabiddi,LakesideSnorkling,14,No,0,14,1,1,No,113.9123079,-22.03587675,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,13:30,12:30,NA,Biodiveristy,NA,ActivityChange,Hungry,,113.9123182,-22.03588677,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,9/27/2020,8:23:28,Sam,CoralBay,Bills Bay,10,No,0,10,0,1,No,113.7688945,-23.14245426,NA,9/27/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,11:00,Still relaxing,NA,Access,NA,EndOfDay,NA,,113.7687294,-23.1423594,1,,30,5,30,OW,10,1990,6100,CoralBayBackpackers,NA,Female,1m1f,NA,NA,NA,NA
185,9/27/2020,7:55:46,Nicole,CoralBay,Bills Bay,7,No,0,7,0,1,No,113.7682552,-23.14249655,NA,9/27/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:30,NA,NA,Access,NA,NA,NA,,113.7696493,-23.14227888,0,,NA,20,0,OW,NA,1979,6232,CoralBay,NA,Male,2m2f,NA,NA,NA,Not frequent; Kids in wtaer not sure how many.
186,10/01/20,,Nicole,Bundegi,BundegiBeach,Resident,No,NA,NA,NA,NA,NA,114.1781392,-21.82629594,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swimming,NA,15:30,16:30,NA,Access,NA,NA,Time constraints,,114.1780869,-21.82637318,0,,NA,0,0,Instructor,NA,1968,NA,NA,NA,Female,1f1k,NA,NA,NA,NA
187,10/04/20,,Sam,Bundegi,Trisel,13,No,0,13,0,0,No,114.0383569,-21.84685662,Janz,10/04/20,Casting,Bait,10:30,11:30,2.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.0383719,-21.84691215,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,10/02/20,,Sam,Tantabiddi,OspreyBay,7,No,0,7,0,1,No,113.8400306,-22.23808846,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turquoise bay,Snorkling,NA,10:00,11:15,NA,Biodiveristy,NA,Other,Back to camp,,113.8394678,-22.23830916,0,,NA,0,0,None,NA,1960,6330,YardieCamp,NA,Male,1m1f2k,NA,NA,NA,NA
189,10/01/20,,Gabby,Bundegi,BunBR,10,Yes,7,10,0,0,No,114.1709454,-21.83555681,NA,10/01/20,Spearing,NA,12:30,13:00,NA,0,0,0,NA,Other,Saw a shark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2698706,-21.87761533,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,9/26/2020,10:08:56,Nicole,Exmouth,ExBR,10,Yes,10,3,1,0,No,114.1385473,-21.95454764,NA,9/26/2020,Trolling,Bait,10:00,12:00,8,5,1,30,"Mackerel 3 so, trevallu, spangled emp",End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2585143,-21.96235367,20,,NA,24,0,None,NA,1990,6065,NA,NA,Male,5m2f1k,6,G,NA,"Very biased, he said hundreds, cull them all. Didnt give answer but said maximum. "
